"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"26464-83927","GK","Bartosz","Bartosz Bialkowski","Bialkowski","0","0","4000","SEN@POL","POL","SEN","","","",""
"26464-83670","DEF","Vladimir","Vladimir Granat","Granat","0","0","4000","EGY@RUS","RUS","EGY","","","",""
"26464-83673","DEF","Fedor","Fedor Kudryashov","Kudryashov","0","0","4000","EGY@RUS","RUS","EGY","","","",""
"26464-83931","DEF","Thiago","Thiago Cionek","Cionek","0","0","4000","SEN@POL","POL","SEN","","","",""
"26464-83674","GK","Vladimir","Vladimir Gabulov","Gabulov","0","0","4000","EGY@RUS","RUS","EGY","","","",""
"26464-83678","DEF","Andrey","Andrey Semenov","Semenov","0","0","4000","EGY@RUS","RUS","EGY","","","",""
"26464-83688","DEF","Igor","Igor Smolnikov","Smolnikov","0","0","4000","EGY@RUS","RUS","EGY","","","",""
"26464-84210","DEF","Mahmoud Hamdi","Mahmoud Hamdi","Hamouda Attia","0","0","4000","EGY@RUS","EGY","RUS","","","",""
"26464-83575","GK","Abdoulaye","Abdoulaye Diallo","Diallo","0","0","4000","SEN@POL","SEN","POL","","","",""
"26464-83962","GK","Essam Kamal","Essam El Hadary","El Hadary","0","0","4000","EGY@RUS","EGY","RUS","","","",""
"26464-83584","GK","Alfred","Alfred Gomis","Gomis","0","0","3500","SEN@POL","SEN","POL","","","",""
"26464-83977","DEF","Ayman","Ayman Ashraf","Ashraf Elsayed","0","0","3500","EGY@RUS","EGY","RUS","","","",""
"26464-84650","DEF","Adama","Adama Mbengue","Mbengue","0","0","3500","SEN@POL","SEN","POL","","","",""
"26464-84212","GK","Sherif","Sherif Ekramy","Ekramy Ahmed","0","0","3500","EGY@RUS","EGY","RUS","","","",""
"26464-83960","GK","Mohamed","Mohamed El-Shenawy","El-Shenawy","9.5","1","3500","EGY@RUS","EGY","RUS","","","",""
"26464-83965","DEF","Ahmed Eissa","Ahmed El Mohamady","El Mohamady Abdel Fattah","0","0","3500","EGY@RUS","EGY","RUS","","","",""
"26464-83583","DEF","Moussa","Moussa Wague","Wague","0","0","3500","SEN@POL","SEN","POL","","","",""
