"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"26509-83807","MID","N'Golo","N'Golo Kante","Kante","11.699999809265137","1","8000","PER@FRA","FRA","PER","","","",""
"26509-84095","MID","Aaron","Aaron Mooy","Mooy","21.600000381469727","1","8000","AUS@DEN","AUS","DEN","","","",""
"26509-84162","MID","Angel","Angel Di Maria","Di Maria","6","1","8000","CRO@ARG","ARG","CRO","","","",""
"26509-83708","MID","Christian","Christian Cueva","Cueva","13.300000190734863","1","8000","PER@FRA","PER","FRA","","","",""
"26509-83737","MID","Thomas","Thomas Delaney","Delaney","5.199999809265137","1","7500","AUS@DEN","DEN","AUS","","","",""
"26509-83801","MID","Corentin","Corentin Tolisso","Tolisso","5.199999809265137","1","7500","PER@FRA","FRA","PER","","","",""
"26509-83805","FWD","Olivier","Olivier Giroud","Giroud","0","1","7500","PER@FRA","FRA","PER","","","",""
"26509-83853","MID","Ivan","Ivan Rakitic","Rakitic","15.5","1","7500","CRO@ARG","CRO","ARG","","","",""
"26509-84439","FWD","Jose Paolo","Paolo Guerrero","Guerrero","6.300000190734863","1","7500","PER@FRA","PER","FRA","","","",""
"26509-83417","FWD","Mathew","Mathew Leckie","Leckie","7.800000190734863","1","7500","AUS@DEN","AUS","DEN","","","",""
"26509-83725","MID","Lasse","Lasse Schone","Schone","11.5","1","7000","AUS@DEN","DEN","AUS","","","",""
"26509-83738","FWD","Nicolai","Nicolai Jorgensen","Jorgensen","6.900000095367432","1","7000","AUS@DEN","DEN","AUS","","","",""
"26509-83840","FWD","Andrej","Andrej Kramaric","Kramaric","2.5999999046325684","1","7000","CRO@ARG","CRO","ARG","","","",""
"26509-83843","MID","Mateo","Mateo Kovacic","Kovacic","8.899999618530273","1","7000","CRO@ARG","CRO","ARG","","","",""
"26509-83846","MID","Ivan","Ivan Perisic","Perisic","8.199999809265137","1","7000","CRO@ARG","CRO","ARG","","","",""
"26509-84366","FWD","Nabil","Nabil Fekir","Fekir","6.5","1","7000","PER@FRA","FRA","PER","","","",""
"26509-83411","MID","Robbie","Robbie Kruse","Kruse","9.5","1","7000","AUS@DEN","AUS","DEN","","","",""
"26509-83416","FWD","Tomi","Tomi Juric","Juric","1.2999999523162842","1","7000","AUS@DEN","AUS","DEN","","","",""
"26509-83434","FWD","Cristian","Cristian Pavon","Pavon","0","1","7000","CRO@ARG","ARG","CRO","","","",""
"26509-83694","MID","Edison","Edison Flores","Flores","10.600000381469727","1","7000","PER@FRA","PER","FRA","","","",""
"26509-83702","MID","Renato","Renato Tapia","Tapia","12.5","1","7000","PER@FRA","PER","FRA","","","",""
"26509-83451","MID","Ever","Ever Banega","Banega","7.599999904632568","1","7000","CRO@ARG","ARG","CRO","","","",""
"26509-83852","FWD","Ante","Ante Rebic","Rebic","8.199999809265137","1","6500","CRO@ARG","CRO","ARG","","","",""
"26509-83415","FWD","Tim","Tim Cahill","Cahill","0","0","6500","AUS@DEN","AUS","DEN","","","",""
"26509-83431","MID","Mile","Mile Jedinak","Jedinak","25.200000762939453","1","6500","AUS@DEN","AUS","DEN","","","",""
"26509-83705","MID","Andre","Andre Carrillo","Carrillo","19.600000381469727","1","6500","PER@FRA","PER","FRA","","","",""
"26509-83455","MID","Javier","Javier Mascherano","Mascherano","18.799999237060547","1","6500","CRO@ARG","ARG","CRO","","","",""
"26509-83454","DEF","Nicolas","Nicolas Otamendi","Otamendi","18","1","6500","CRO@ARG","ARG","CRO","","","",""
"26509-83714","DEF","Luis","Luis Advincula","Advincula","12.800000190734863","1","6000","PER@FRA","PER","FRA","","","",""
"26509-83723","FWD","Martin","Martin Braithwaite","Braithwaite","1.2999999523162842","1","6000","AUS@DEN","DEN","AUS","","","",""
"26509-83730","DEF","Simon","Simon Kjaer","Kjaer","14.100000381469727","1","6000","AUS@DEN","DEN","AUS","","","",""
"26509-83414","MID","Jackson","Jackson Irvine","Irvine","2.5999999046325684","1","6000","AUS@DEN","AUS","DEN","","","",""
"26509-84191","FWD","Kasper","Kasper Dolberg","Dolberg","0","0","6000","AUS@DEN","DEN","AUS","","","",""
"26509-83432","MID","Lucas","Lucas Biglia","Biglia","1.2999999523162842","1","6000","CRO@ARG","ARG","CRO","","","",""
"26509-83438","MID","Maximiliano","Maximiliano Meza","Meza","16.299999237060547","1","6000","CRO@ARG","ARG","CRO","","","",""
"26509-83441","MID","Marcos","Marcos Acuna","Acuna","0","0","6000","CRO@ARG","ARG","CRO","","","",""
"26509-83444","MID","Giovani","Giovani Lo Celso","Lo Celso","0","0","6000","CRO@ARG","ARG","CRO","","","",""
"26509-84216","DEF","Dejan","Dejan Lovren","Lovren","12.800000190734863","1","6000","CRO@ARG","CRO","ARG","","","",""
"26509-83707","MID","Yoshimar","Yoshimar Yotun","Yotun","13.600000381469727","1","6000","PER@FRA","PER","FRA","","","",""
"26509-83709","FWD","Raul","Raul Ruidiaz","Ruidiaz","0","1","6000","PER@FRA","PER","FRA","","","",""
"26509-83458","GK","Willy","Willy Caballero","Caballero","0.5","1","5500","CRO@ARG","ARG","CRO","","","",""
"26509-83716","MID","Lukas","Lukas Lerager","Lerager","0","0","5500","AUS@DEN","DEN","AUS","","","",""
"26509-83728","GK","Kasper","Kasper Schmeichel","Schmeichel","35","1","5500","AUS@DEN","DEN","AUS","","","",""
"26509-83732","FWD","Andreas","Andreas Cornelius","Cornelius","0","0","5500","AUS@DEN","DEN","AUS","","","",""
"26509-83736","FWD","Viktor","Viktor Fischer","Fischer","0","0","5500","AUS@DEN","DEN","AUS","","","",""
"26509-83786","GK","Hugo","Hugo Lloris","Lloris","7.5","1","5500","PER@FRA","FRA","PER","","","",""
"26509-83794","DEF","Raphael","Raphael Varane","Varane","6.5","1","5500","PER@FRA","FRA","PER","","","",""
"26509-83800","MID","Blaise","Blaise Matuidi","Matuidi","0","1","5500","PER@FRA","FRA","PER","","","",""
"26509-84091","FWD","Jamie","Jamie Maclaren","Maclaren","0","0","5500","AUS@DEN","AUS","DEN","","","",""
"26509-83845","FWD","Nikola","Nikola Kalinic","Kalinic","0","0","5500","CRO@ARG","CRO","ARG","","","",""
"26509-83847","MID","Marcelo","Marcelo Brozovic","Brozovic","1.2999999523162842","1","5500","CRO@ARG","CRO","ARG","","","",""
"26509-84367","MID","Steven","Steven N'Zonzi","N'Zonzi","0","0","5500","PER@FRA","FRA","PER","","","",""
"26509-83854","FWD","Marko","Marko Pjaca","Pjaca","3","1","5500","CRO@ARG","CRO","ARG","","","",""
"26509-83413","MID","Tomas","Tomas Rogic","Rogic","0","1","5500","AUS@DEN","AUS","DEN","","","",""
"26509-84187","MID","Michael","Michael Krohn-Dehli","Krohn-Dehli","0","0","5500","AUS@DEN","DEN","AUS","","","",""
"26509-83418","FWD","Dimitrios","Dimitri Petratos","Petratos","0","0","5500","AUS@DEN","AUS","DEN","","","",""
"26509-84188","DEF","Henrik","Henrik Dalsgaard","Dalsgaard","12.800000190734863","1","5500","AUS@DEN","DEN","AUS","","","",""
"26509-83427","DEF","Trent","Trent Sainsbury","Sainsbury","11.699999809265137","1","5500","AUS@DEN","AUS","DEN","","","",""
"26509-83693","DEF","Miguel","Miguel Trauco","Trauco","9.899999618530273","1","5500","PER@FRA","PER","FRA","","","",""
"26509-83696","MID","Anderson","Anderson Santamaria","Santamaria","0","0","5500","PER@FRA","PER","FRA","","","",""
"26509-83442","DEF","Marcos","Marcos Rojo","Rojo","7.800000190734863","1","5500","CRO@ARG","ARG","CRO","","","",""
"26509-83698","FWD","Andy","Andy Polo","Polo","0","0","5500","PER@FRA","PER","FRA","","","",""
"26509-83704","MID","Pedro","Pedro Aquino","Aquino","1.2999999523162842","1","5500","PER@FRA","PER","FRA","","","",""
"26509-83717","DEF","Jens","Jens Stryger Larsen","Stryger Larsen","11.899999618530273","1","5000","AUS@DEN","DEN","AUS","","","",""
"26509-83720","MID","William","William Kvist","Kvist","1.2999999523162842","1","5000","AUS@DEN","DEN","AUS","O","Ribs","",""
"26509-83788","MID","Florian","Florian Thauvin","Thauvin","0","0","5000","PER@FRA","FRA","PER","","","",""
"26509-83791","DEF","Samuel","Samuel Umtiti","Umtiti","7.800000190734863","1","5000","PER@FRA","FRA","PER","","","",""
"26509-84092","MID","Daniel","Daniel Arzani","Arzani","4.300000190734863","1","5000","AUS@DEN","AUS","DEN","","","",""
"26509-83838","MID","Milan","Milan Badelj","Badelj","0","0","5000","CRO@ARG","CRO","ARG","","","",""
"26509-83849","DEF","Ivan","Ivan Strinic","Strinic","18","1","5000","CRO@ARG","CRO","ARG","","","",""
"26509-84167","MID","Enzo","Enzo Perez","Perez","0","0","5000","CRO@ARG","ARG","CRO","","","",""
"26509-83695","MID","Paolo","Paolo Hurtado","Hurtado","0","0","5000","PER@FRA","PER","FRA","","","",""
"26509-83697","DEF","Christian","Christian Ramos","Ramos","9.100000381469727","1","5000","PER@FRA","PER","FRA","","","",""
"26509-83456","DEF","Nicolas","Nicolas Tagliafico","Tagliafico","9","1","4500","CRO@ARG","ARG","CRO","","","",""
"26509-84285","MID","Wilder","Wilder Cartagena","Cartagena","0","0","4500","PER@FRA","PER","FRA","","","",""
"26509-83787","DEF","Benjamin","Benjamin Pavard","Pavard","12.100000381469727","1","4500","PER@FRA","FRA","PER","","","",""
"26509-83789","DEF","Lucas","Lucas Hernandez","Hernandez","2.5999999046325684","1","4500","PER@FRA","FRA","PER","","","",""
"26509-83797","DEF","Djibril","Djibril Sidibe","Sidibe","0","0","4500","PER@FRA","FRA","PER","GTD","Knee","",""
"26509-83832","DEF","Domagoj","Domagoj Vida","Vida","16.700000762939453","1","4500","CRO@ARG","CRO","ARG","","","",""
"26509-83835","GK","Danijel","Danijel Subasic","Subasic","23","1","4500","CRO@ARG","CRO","ARG","","","",""
"26509-83836","MID","Filip","Filip Bradaric","Bradaric","0","0","4500","CRO@ARG","CRO","ARG","","","",""
"26509-83855","DEF","Sime","Sime Vrsaljko","Vrsaljko","14.100000381469727","1","4500","CRO@ARG","CRO","ARG","","","",""
"26509-83409","MID","Massimo","Massimo Luongo","Luongo","0","0","4500","AUS@DEN","AUS","DEN","","","",""
"26509-83419","DEF","Aziz","Aziz Behich","Behich","10.800000190734863","1","4500","AUS@DEN","AUS","DEN","","","",""
"26509-83421","MID","Andrew","Andrew Nabbout","Nabbout","0","1","4500","AUS@DEN","AUS","DEN","","","",""
"26509-83425","DEF","Joshua","Josh Risdon","Risdon","20.799999237060547","1","4500","AUS@DEN","AUS","DEN","","","",""
"26509-83424","MID","Mark","Mark Milligan","Milligan","15.600000381469727","1","4500","AUS@DEN","AUS","DEN","","","",""
"26509-84197","DEF","Andreas","Andreas Christensen","Christensen","7.800000190734863","1","4500","AUS@DEN","DEN","AUS","GTD","Undisclosed","",""
"26509-83690","DEF","Alberto","Alberto Rodriguez","Rodriguez","11.699999809265137","1","4500","PER@FRA","PER","FRA","","","",""
"26509-83436","DEF","Gabriel","Gabriel Mercado","Mercado","0","0","4500","CRO@ARG","ARG","CRO","","","",""
"26509-83447","DEF","Federico","Federico Fazio","Fazio","0","0","4500","CRO@ARG","ARG","CRO","","","",""
"26509-83457","GK","Nahuel","Nahuel Guzman","Guzman","0","0","4000","CRO@ARG","ARG","CRO","","","",""
"26509-83722","DEF","Mathias","Zanka","Jorgensen","2.5999999046325684","1","4000","AUS@DEN","DEN","AUS","","","",""
"26509-83731","DEF","Jonas","Jonas Knudsen","Knudsen","0","0","4000","AUS@DEN","DEN","AUS","","","",""
"26509-84284","GK","Pedro","Pedro Gallese","Gallese","3.5","1","4000","PER@FRA","PER","FRA","","","",""
"26509-83808","DEF","Presnel","Presnel Kimpembe","Kimpembe","0","0","4000","PER@FRA","FRA","PER","","","",""
"26509-83839","DEF","Tin","Tin Jedvaj","Jedvaj","0","0","4000","CRO@ARG","CRO","ARG","","","",""
"26509-83842","DEF","Vedran","Vedran Corluka","Corluka","0","0","4000","CRO@ARG","CRO","ARG","","","",""
"26509-83848","DEF","Josip","Josip Pivaric","Pivaric","0","0","4000","CRO@ARG","CRO","ARG","","","",""
"26509-84369","DEF","Adil","Adil Rami","Rami","0","0","4000","PER@FRA","FRA","PER","","","",""
"26509-84368","DEF","Benjamin","Benjamin Mendy","Mendy","0","0","4000","PER@FRA","FRA","PER","","","",""
"26509-84164","DEF","Cristian","Cristian Ansaldi","Ansaldi","0","0","4000","CRO@ARG","ARG","CRO","","","",""
"26509-84166","GK","Franco","Franco Armani","Armani","0","0","4000","CRO@ARG","ARG","CRO","","","",""
"26509-83408","GK","Mathew","Mat Ryan","Ryan","7","1","4000","AUS@DEN","AUS","DEN","","","",""
"26509-84195","DEF","Jannik","Jannik Vestergaard","Vestergaard","0","0","4000","AUS@DEN","DEN","AUS","","","",""
"26509-83426","DEF","Matthew","Matthew Jurman","Jurman","0","0","4000","AUS@DEN","AUS","DEN","","","",""
"26509-84215","DEF","Duje","Duje Caleta-Car","Caleta-Car","0","0","4000","CRO@ARG","CRO","ARG","","","",""
"26509-83727","GK","Frederik","Frederik Ronnow","Ronnow","0","0","3500","AUS@DEN","DEN","AUS","","","",""
"26509-83739","GK","Jonas","Jonas Lossl","Lossl","0","0","3500","AUS@DEN","DEN","AUS","","","",""
"26509-83793","GK","Alphonse","Alphonse Areola","Areola","0","0","3500","PER@FRA","FRA","PER","","","",""
"26509-83796","GK","Steve","Steve Mandanda","Mandanda","0","0","3500","PER@FRA","FRA","PER","","","",""
"26509-83833","GK","Dominik","Dominik Livakovic","Livakovic","0","0","3500","CRO@ARG","CRO","ARG","","","",""
"26509-83851","GK","Lovre","Lovre Kalinic","Kalinic","0","0","3500","CRO@ARG","CRO","ARG","","","",""
"26509-83407","DEF","Milos","Milos Degenek","Degenek","0","0","3500","AUS@DEN","AUS","DEN","","","",""
"26509-83412","DEF","James","James Meredith","Meredith","0","0","3500","AUS@DEN","AUS","DEN","","","",""
"26509-83422","GK","Brad","Brad Jones","Jones","0","0","3500","AUS@DEN","AUS","DEN","","","",""
"26509-83430","GK","Danny","Danny Vukovic","Vukovic","0","0","3500","AUS@DEN","AUS","DEN","","","",""
"26509-83692","DEF","Miguel","Miguel Araujo","Araujo","0","0","3500","PER@FRA","PER","FRA","","","",""
"26509-83701","GK","Carlos","Carlos Caceda","Caceda","0","0","3500","PER@FRA","PER","FRA","","","",""
"26509-83700","DEF","Nilson","Nilson Loyola","Loyola","0","0","3500","PER@FRA","PER","FRA","","","",""
"26509-83706","GK","Jose","Jose Carvallo","Carvallo","0","0","3500","PER@FRA","PER","FRA","","","",""
"26509-83710","DEF","Aldo","Aldo Corzo","Corzo","0","0","3500","PER@FRA","PER","FRA","","","",""
