"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"26463-83913","MID","Rafal","Rafal Kurzawa","Kurzawa","0","0","6500","SEN@POL","POL","SEN","","","",""
"26463-83915","FWD","Dawid","Dawid Kownacki","Kownacki","0","0","6500","SEN@POL","POL","SEN","","","",""
"26463-83925","DEF","Lukasz","Lukasz Piszczek","Piszczek","0","0","6500","SEN@POL","POL","SEN","","","",""
"26463-83677","FWD","Aleksey","Aleksey Miranchuk","Miranchuk","0","0","6500","EGY@RUS","RUS","EGY","","","",""
"26463-83975","DEF","Ahmed El-Sayed","Ahmed Hegazi","Hegazi","16.899999618530273","1","6000","EGY@RUS","EGY","RUS","","","",""
"26463-83981","MID","Sam Sayed","Sam Morsy","Morsy","7.800000190734863","1","6000","EGY@RUS","EGY","RUS","","","",""
"26463-83532","FWD","Genki","Genki Haraguchi","Haraguchi","0","0","6000","JPN@COL","JPN","COL","","","",""
"26463-83547","MID","Makoto","Makoto Hasebe","Hasebe","0","0","6000","JPN@COL","JPN","COL","","","",""
"26463-83557","MID","Cheikhou","Cheikhou Kouyate","Kouyate","0","0","6000","SEN@POL","SEN","POL","","","",""
"26463-83318","FWD","Miguel","Miguel Borja","Borja","0","0","6000","JPN@COL","COL","JPN","","","",""
"26463-83581","FWD","Mame Biram","Mame Biram Diouf","Diouf","0","0","6000","SEN@POL","SEN","POL","","","",""
"26463-84378","DEF","Maya","Maya Yoshida","Yoshida","0","0","6000","JPN@COL","JPN","COL","","","",""
"26463-84156","MID","Karol","Karol Linetty","Linetty","0","0","6000","SEN@POL","POL","SEN","","","",""
"26463-83911","DEF","Kamil","Kamil Glik","Glik","0","0","6000","SEN@POL","POL","SEN","GTD","Shoulder","",""
"26463-83663","GK","Igor","Igor Akinfeev","Akinfeev","17","1","6000","EGY@RUS","RUS","EGY","","","",""
"26463-83930","MID","Kamil","Kamil Grosicki","Grosicki","0","0","6000","SEN@POL","POL","SEN","","","",""
"26463-83982","DEF","Ahmed Fathi","Ahmed Fathy","Ahmed Ibrahim","23.600000381469727","1","5500","EGY@RUS","EGY","RUS","","","",""
"26463-83535","MID","Wataru","Wataru Endo","Endo","0","0","5500","JPN@COL","JPN","COL","","","",""
"26463-83540","MID","Hotaru","Hotaru Yamaguchi","Yamaguchi","0","0","5500","JPN@COL","JPN","COL","","","",""
"26463-83311","MID","Wilmar","Wilmar Barrios","Barrios","0","0","5500","JPN@COL","COL","JPN","","","",""
"26463-83310","DEF","Davinson","Davinson Sanchez","Sanchez","0","0","5500","JPN@COL","COL","JPN","","","",""
"26463-83321","MID","Jefferson","Jefferson Lerma","Lerma","0","0","5500","JPN@COL","COL","JPN","","","",""
"26463-83579","FWD","M'Baye","M'Baye Niang","Niang","0","0","5500","SEN@POL","SEN","POL","","","",""
"26463-83580","DEF","Salif","Salif Sane","Sane","0","0","5500","SEN@POL","SEN","POL","","","",""
"26463-84373","FWD","Yoshinori","Yoshinori Muto","Muto","0","0","5500","JPN@COL","JPN","COL","","","",""
"26463-83919","MID","Jacek","Jacek Goralski","Goralski","0","0","5500","SEN@POL","POL","SEN","","","",""
"26463-83672","MID","Aleksandr","Aleksandr Erokhin","Erokhin","0","0","5500","EGY@RUS","RUS","EGY","","","",""
"26463-83675","MID","Anton","Anton Miranchuk","Miranchuk","0","0","5500","EGY@RUS","RUS","EGY","","","",""
"26463-83686","MID","Daler","Daler Kuzyaev","Kuzyaev","1.2999999523162842","1","5500","EGY@RUS","RUS","EGY","","","",""
"26463-83964","MID","Ramadan","Ramadan Sobhi","Sobhi Ahmed","1.2999999523162842","1","5500","EGY@RUS","EGY","RUS","","","",""
"26463-83976","FWD","Mahmoud","Kahraba","Abdel-Moneim Soliman","0","1","5000","EGY@RUS","EGY","RUS","","","",""
"26463-83529","MID","Takashi","Takashi Usami","Usami","0","0","5000","JPN@COL","JPN","COL","","","",""
"26463-83536","GK","Eiji","Eiji Kawashima","Kawashima","0","0","5000","JPN@COL","JPN","COL","","","",""
"26463-83545","DEF","Yuto","Yuto Nagatomo","Nagatomo","0","0","5000","JPN@COL","JPN","COL","","","",""
"26463-83551","DEF","Gen","Gen Shoji","Shoji","0","0","5000","JPN@COL","JPN","COL","","","",""
"26463-83559","MID","Alfred","Alfred N'Diaye","N'Diaye","0","0","5000","SEN@POL","SEN","POL","","","",""
"26463-83568","DEF","Kalidou","Kalidou Koulibaly","Koulibaly","0","0","5000","SEN@POL","SEN","POL","","","",""
"26463-83317","DEF","Yerry","Yerry Mina","Mina","0","0","5000","JPN@COL","COL","JPN","","","",""
"26463-83577","MID","Ismaila","Ismaila Sarr","Sarr","0","0","5000","SEN@POL","SEN","POL","","","",""
"26463-83320","MID","Juan","Juan Quintero","Quintero","0","0","5000","JPN@COL","COL","JPN","","","",""
"26463-83576","DEF","Youssouf","Youssouf Sabaly","Sabaly","0","0","5000","SEN@POL","SEN","POL","","","",""
"26463-83323","MID","Jose","Jose Izquierdo","Izquierdo","0","0","5000","JPN@COL","COL","JPN","","","",""
"26463-83326","GK","David","David Ospina","Ospina","0","0","5000","JPN@COL","COL","JPN","","","",""
"26463-84157","DEF","Bartosz","Bartosz Bereszynski","Bereszynski","0","0","5000","SEN@POL","POL","SEN","","","",""
"26463-83917","DEF","Michal","Michal Pazdan","Pazdan","0","0","5000","SEN@POL","POL","SEN","","","",""
"26463-83923","MID","Slawomir","Slawomir Peszko","Peszko","0","0","5000","SEN@POL","POL","SEN","","","",""
"26463-83669","DEF","Yuri","Yuri Zhirkov","Zhirkov","12.800000190734863","1","5000","EGY@RUS","RUS","EGY","","","",""
"26463-83926","GK","Wojciech","Wojciech Szczesny","Szczesny","0","0","5000","SEN@POL","POL","SEN","","","",""
"26463-83934","DEF","Maciej","Maciej Rybus","Rybus","0","0","5000","SEN@POL","POL","SEN","","","",""
"26463-83680","DEF","Ilya","Ilya Kutepov","Kutepov","16.700000762939453","1","5000","EGY@RUS","RUS","EGY","","","",""
"26463-83967","DEF","Mohamed Abdul","Mohamed Shafy","Shafy","7.800000190734863","1","5000","EGY@RUS","EGY","RUS","","","",""
"26463-83974","DEF","Ali","Ali Gabr","Gabr Mossad","9.100000381469727","1","4500","EGY@RUS","EGY","RUS","","","",""
"26463-83984","MID","Mahmoud Abdel","Shikabala","Razek Fadlalla","0","0","4500","EGY@RUS","EGY","RUS","","","",""
"26463-83541","MID","Gaku","Gaku Shibasaki","Shibasaki","0","0","4500","JPN@COL","JPN","COL","","","",""
"26463-83544","MID","Ryota","Ryota Oshima","Oshima","0","0","4500","JPN@COL","JPN","COL","","","",""
"26463-83556","MID","Cheikh","Cheikh N'Doye","N'Doye","0","0","4500","SEN@POL","SEN","POL","","","",""
"26463-83558","GK","Khadim","Khadim N'Diaye","N'Diaye","0","0","4500","SEN@POL","SEN","POL","","","",""
"26463-83307","DEF","Santiago","Santiago Arias","Arias","0","0","4500","JPN@COL","COL","JPN","","","",""
"26463-83306","DEF","Cristian","Cristian Zapata","Zapata","0","0","4500","JPN@COL","COL","JPN","","","",""
"26463-84090","DEF","Mario","Mario Fernandes","Figueira Fernandes","17.100000381469727","1","4500","EGY@RUS","RUS","EGY","","","",""
"26463-83582","DEF","Lamine","Lamine Gassama","Gassama","0","0","4500","SEN@POL","SEN","POL","","","",""
"26463-84370","DEF","Hiroki","Hiroki Sakai","Sakai","0","0","4500","JPN@COL","JPN","COL","","","",""
"26463-83933","DEF","Artur","Artur Jedrzejczyk","Jedrzejczyk","0","0","4500","SEN@POL","POL","SEN","","","",""
"26463-84198","DEF","Sergei","Sergei Ignashevich","Ignashevich","15.399999618530273","1","4500","EGY@RUS","RUS","EGY","","","",""
"26463-83968","DEF","Saad El-Din","Saad Samir","Samir","0","0","4000","EGY@RUS","EGY","RUS","","","",""
"26463-83983","DEF","Omar Mahmoud","Omar Gaber","Sayed Gaber","0","0","4000","EGY@RUS","EGY","RUS","","","",""
"26463-84277","GK","Jose","Jose Cuadrado","Cuadrado","0","0","4000","JPN@COL","COL","JPN","","","",""
"26463-84292","DEF","Farid","Farid Diaz","Diaz","0","0","4000","JPN@COL","COL","JPN","","","",""
"26463-83539","DEF","Tomoaki","Tomoaki Makino","Makino","0","0","4000","JPN@COL","JPN","COL","","","",""
"26463-83548","DEF","Naomichi","Naomichi Ueda","Ueda","0","0","4000","JPN@COL","JPN","COL","","","",""
"26463-83550","DEF","Gotoku","Gotoku Sakai","Sakai","0","0","4000","JPN@COL","JPN","COL","","","",""
"26463-83305","DEF","Johan","Johan Mojica","Mojica","0","0","4000","JPN@COL","COL","JPN","","","",""
"26463-83309","GK","Camilo","Camilo Vargas","Vargas","0","0","4000","JPN@COL","COL","JPN","","","",""
"26463-83575","GK","Abdoulaye","Abdoulaye Diallo","Diallo","0","0","4000","SEN@POL","SEN","POL","","","",""
"26463-83325","DEF","Oscar","Oscar Murillo","Murillo","0","0","4000","JPN@COL","COL","JPN","","","",""
"26463-84365","DEF","Serigne Modou","Kara","Kara Mbodji","0","0","4000","SEN@POL","SEN","POL","","","",""
"26463-84153","DEF","Jan","Jan Bednarek","Bednarek","0","0","4000","SEN@POL","POL","SEN","","","",""
"26463-83920","GK","Lukasz","Lukasz Fabianski","Fabianski","0","0","4000","SEN@POL","POL","SEN","","","",""
"26463-83668","GK","Andrey","Andrey Lunev","Lunev","0","0","4000","EGY@RUS","RUS","EGY","","","",""
"26463-83927","GK","Bartosz","Bartosz Bialkowski","Bialkowski","0","0","4000","SEN@POL","POL","SEN","","","",""
"26463-83670","DEF","Vladimir","Vladimir Granat","Granat","0","0","4000","EGY@RUS","RUS","EGY","","","",""
"26463-83673","DEF","Fedor","Fedor Kudryashov","Kudryashov","0","0","4000","EGY@RUS","RUS","EGY","","","",""
"26463-83931","DEF","Thiago","Thiago Cionek","Cionek","0","0","4000","SEN@POL","POL","SEN","","","",""
"26463-83674","GK","Vladimir","Vladimir Gabulov","Gabulov","0","0","4000","EGY@RUS","RUS","EGY","","","",""
"26463-83678","DEF","Andrey","Andrey Semenov","Semenov","0","0","4000","EGY@RUS","RUS","EGY","","","",""
"26463-83688","DEF","Igor","Igor Smolnikov","Smolnikov","0","0","4000","EGY@RUS","RUS","EGY","","","",""
"26463-84210","DEF","Mahmoud Hamdi","Mahmoud Hamdi","Hamouda Attia","0","0","4000","EGY@RUS","EGY","RUS","","","",""
"26463-83962","GK","Essam Kamal","Essam El Hadary","El Hadary","0","0","4000","EGY@RUS","EGY","RUS","","","",""
"26463-83977","DEF","Ayman","Ayman Ashraf","Ashraf Elsayed","0","0","3500","EGY@RUS","EGY","RUS","","","",""
"26463-83530","GK","Masaaki","Masaaki Higashiguchi","Higashiguchi","0","0","3500","JPN@COL","JPN","COL","","","",""
"26463-83549","GK","Kosuke","Kosuke Nakamura","Nakamura","0","0","3500","JPN@COL","JPN","COL","","","",""
"26463-83583","DEF","Moussa","Moussa Wague","Wague","0","0","3500","SEN@POL","SEN","POL","","","",""
"26463-83584","GK","Alfred","Alfred Gomis","Gomis","0","0","3500","SEN@POL","SEN","POL","","","",""
"26463-84650","DEF","Adama","Adama Mbengue","Mbengue","0","0","3500","SEN@POL","SEN","POL","","","",""
"26463-84212","GK","Sherif","Sherif Ekramy","Ekramy Ahmed","0","0","3500","EGY@RUS","EGY","RUS","","","",""
"26463-83960","GK","Mohamed","Mohamed El-Shenawy","El-Shenawy","9.5","1","3500","EGY@RUS","EGY","RUS","","","",""
"26463-83965","DEF","Ahmed Eissa","Ahmed El Mohamady","El Mohamady Abdel Fattah","0","0","3500","EGY@RUS","EGY","RUS","","","",""
